commit_hash,commit_timestamp,commit_subject,commit_author,repo,session_id,session_project,additions,deletions,files_changed
917c35bb6f46,2026-03-25T22:02:13+01:00,Update skills/token-budget-advisor/SKILL.md,Xabilimon,TREE_OF_THOUGHT,,,0,0,0
ee3f348dcb2e,2026-03-25T21:59:15+01:00,Update skills/token-budget-advisor/SKILL.md,Xabilimon,TREE_OF_THOUGHT,,,0,0,0
e6eb99271fb1,2026-03-25T21:58:59+01:00,Update skills/token-budget-advisor/SKILL.md,Xabilimon,TREE_OF_THOUGHT,,,0,0,0
7cabf77142ab,2026-03-25T21:58:51+01:00,Update skills/token-budget-advisor/SKILL.md,Xabilimon,TREE_OF_THOUGHT,,,0,0,0
9cfcfac665b2,2026-03-25T21:58:31+01:00,Update skills/token-budget-advisor/SKILL.md,Xabilimon,TREE_OF_THOUGHT,,,0,0,0
0284f6087192,2026-03-25T21:58:23+01:00,Update skills/token-budget-advisor/SKILL.md,Xabilimon,TREE_OF_THOUGHT,,,0,0,0
7a17ec9b1430,2026-03-25T21:58:09+01:00,Update skills/token-budget-advisor/SKILL.md,Xabilimon,TREE_OF_THOUGHT,,,0,0,0
243fae8476f9,2026-03-25T20:07:35+01:00,Add token-budget-advisor skill,Xabilimon,TREE_OF_THOUGHT,,,0,0,0
dc92b5c62b2a,2026-03-25T17:24:31Z,feat: Add performance-optimizer agent for code performance analysis and optimization,xingzihai,TREE_OF_THOUGHT,,,0,0,0
3fbfd7f7ff91,2026-03-25T17:05:02Z,feat: Add git-workflow skill,xingzihai,TREE_OF_THOUGHT,,,0,0,0
a6a81490f64a,2026-03-25T23:30:54+09:00,revert(ja-JP): keep commit message examples in English in CONTRIBUTING.md,Hirokazu Tanaka,TREE_OF_THOUGHT,,,0,0,0
d170cdd1750c,2026-03-25T21:33:45+08:00,fix: remove redundant skill copy from sync-ecc-to-codex.sh,Chris Yau,TREE_OF_THOUGHT,,,0,0,0
57e9983c8873,2026-03-25T20:05:55+08:00,"fix: address review feedback — rename sections, pin install commit, fix frontmatter",海滨code,TREE_OF_THOUGHT,,,0,0,0
d952a07c73db,2026-03-25T19:54:57+08:00,fix: populate SKILL.md with actual content,海滨code,TREE_OF_THOUGHT,,,0,0,0
369f66297a3d,2026-03-25T19:54:01+08:00,fix: populate SKILL.md with actual content,海滨code,TREE_OF_THOUGHT,,,0,0,0
9cc5d085e13b,2026-03-25T14:09:59+03:00,adjust: scope tdd checkpoints to active branch,Toni Doni,TREE_OF_THOUGHT,,,0,0,0
678fb6f0d37e,2026-03-25T03:19:13-07:00,Merge pull request #846 from pythonstrup/feat/desktop-notify-hook,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
401e26a45a02,2026-03-25T03:04:43-07:00,Merge pull request #880 from affaan-m/dependabot/cargo/ecc2/cargo-3169503097,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
eb934afbb577,2026-03-25T03:01:12-07:00,Merge pull request #888 from affaan-m/feat/ecc2-risk-scoring,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
8303970258d5,2026-03-24T03:39:53-07:00,feat(ecc2): add tool risk scoring and actions,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,282,26,3
319f9efafb2d,2026-03-25T02:51:20-07:00,Merge pull request #887 from affaan-m/feat/ecc2-tool-logging,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
6c2a3a2baeaa,2026-03-24T03:39:53-07:00,feat(ecc2): add tool call logging and history,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,335,19,4
adaeab9dba38,2026-03-25T02:46:08-07:00,Merge pull request #886 from affaan-m/feat/ecc2-split-pane,Affaan Mustafa,TREE_OF_THOUGHT,,,0,0,0
8981dd60672e,2026-03-24T03:39:53-07:00,feat(ecc2): add split-pane dashboard resizing,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,312,59,4
7229e09df1bd,2026-03-25T17:11:47+08:00,feat(skills): add repo-scan skill,海滨code,TREE_OF_THOUGHT,1de5d7d6-2673-45b1-a859-dd810408390b,FEM,0,0,1
4105a2f36c41,2026-03-25T01:37:35-07:00,Merge pull request #885 from affaan-m/feat/ecc2-crash-resume,Affaan Mustafa,TREE_OF_THOUGHT,1de5d7d6-2673-45b1-a859-dd810408390b,FEM,0,0,0
0166231ddbe5,2026-03-24T03:39:53-07:00,feat(ecc2): add crash resume session recovery,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,229,2,5
cf439dd481d6,2026-03-25T01:31:53-07:00,Merge pull request #882 from affaan-m/feat/ecc2-live-streaming,Affaan Mustafa,TREE_OF_THOUGHT,1de5d7d6-2673-45b1-a859-dd810408390b,FEM,0,0,0
9903ae528b4d,2026-03-25T04:24:19-04:00,fix: restore antigravity install target metadata,Affaan Mustafa,TREE_OF_THOUGHT,1de5d7d6-2673-45b1-a859-dd810408390b,FEM,1,0,1
44c2bf6f7bb2,2026-03-23T03:46:19-07:00,feat(ecc2): implement live output streaming per agent (#774),Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1019,204,7
e78c09249975,2026-03-23T14:29:21-07:00,fix(ci): restore validation and antigravity target safety,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,0,1,1
61f70de479b0,2026-03-25T01:16:28-07:00,Merge pull request #903 from affaan-m/fix/session-manager-843-supersede-853,Affaan Mustafa,TREE_OF_THOUGHT,1de5d7d6-2673-45b1-a859-dd810408390b,FEM,0,0,0
776ac439f33d,2026-03-25T04:01:23-04:00,test: cover canonical session duplicate precedence,Affaan Mustafa,TREE_OF_THOUGHT,1de5d7d6-2673-45b1-a859-dd810408390b,FEM,34,0,1
b19b4c6b5ea4,2026-03-25T04:00:50-04:00,fix: finish blocker lane hook and install regressions,Affaan Mustafa,TREE_OF_THOUGHT,1de5d7d6-2673-45b1-a859-dd810408390b,FEM,188,45,10
b5157f4ed1ee,2026-03-25T03:56:10-04:00,test: relax sync-ecc shell parsing,Affaan Mustafa,TREE_OF_THOUGHT,1de5d7d6-2673-45b1-a859-dd810408390b,FEM,3,5,1
2d1e384eefac,2026-03-25T03:51:15-04:00,test: isolate suggest-compact counter fixtures,Affaan Mustafa,TREE_OF_THOUGHT,1de5d7d6-2673-45b1-a859-dd810408390b,FEM,97,72,1
9c5ca92e6e85,2026-03-25T03:44:03-04:00,fix: finish hook fallback and canonical session follow-ups,Affaan Mustafa,TREE_OF_THOUGHT,1de5d7d6-2673-45b1-a859-dd810408390b,FEM,108,28,9
7b510c886e40,2026-03-25T03:36:36-04:00,fix: harden session hook guards and session ID handling,Affaan Mustafa,TREE_OF_THOUGHT,1de5d7d6-2673-45b1-a859-dd810408390b,FEM,96,36,8
c1b47ac9db88,2026-03-25T00:18:05-07:00,Merge pull request #883 from affaan-m/feat/ecc2-status-panel,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,0,0,0
3f02fa439abe,2026-03-23T03:46:23-07:00,feat(ecc2): implement agent status panel with Table widget (#773),Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,424,61,2
f6b10481f3d4,2026-03-24T10:55:15+09:00,fix: add spawnSync error logging and restore 5s timeout,Jonghyeok Park,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,5,2,2
d3699f901090,2026-03-24T10:36:00+09:00,fix: use AppleScript-safe escaping and reduce spawnSync timeout,Jonghyeok Park,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,6,3,1
445ae5099d5d,2026-03-24T10:17:42+09:00,feat: add macOS desktop notification Stop hook,Jonghyeok Park,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,101,0,3
00bc7f30beb9,2026-03-25T01:34:29-04:00,fix: resolve blocker PR validation regressions,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,4,4,3
1d0aa5ac2ab1,2026-03-24T23:08:27-04:00,fix: fold session manager blockers into one candidate,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1127,289,30
7f7e319d9fb9,2026-03-24T19:53:59-07:00,Merge pull request #884 from affaan-m/feat/ecc2-token-meter,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,0,0,0
d7bcc92007f6,2026-03-23T03:46:25-07:00,feat(ecc2): add token/cost meter widget (#775),Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,577,42,6
e883385ab089,2026-03-25T02:45:34Z,chore(deps): bump git2 in /ecc2 in the cargo group across 1 directory,dependabot[bot],TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,5,5,2
e7d827548ca4,2026-03-24T19:44:28-07:00,Merge pull request #881 from affaan-m/feat/ecc2-session-lifecycle,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,0,0,0
bf7ed1fce20e,2026-03-25T08:20:14+09:00,docs(ja-JP): translate plain text code blocks to Japanese,Hirokazu Tanaka,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,268,268,24
fee93f2dabbb,2026-03-25T02:19:09+03:00,Apply suggestions from code review,ToniDonDoni,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2,1,1
a61947bb5c10,2026-03-25T02:14:39+03:00,adjust: generalize refactor commit placeholder,Toni Doni,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1,1,1
3c59d8dc60ce,2026-03-25T02:10:01+03:00,adjust: clarify runtime vs compile-time red validation,Toni Doni,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,9,6,1
46f6e3644b81,2026-03-25T02:07:53+03:00,Apply suggestions from code review,ToniDonDoni,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2,4,1
39a34e46db6a,2026-03-25T01:42:45+03:00,docs: tighten tdd workflow red-green validation,Toni Doni,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,45,0,1
95a1435f6140,2026-03-24T15:43:59-05:00,Update skills/agent-payment-x402/SKILL.md,AI Agent Economy,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,4,1,1
e57ad5c33d52,2026-03-24T15:25:14-05:00,fix: address all automated review feedback on code example,up2itnow0822,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,110,18,1
f7d589ce2146,2026-03-24T12:24:25-05:00,feat: add agent-payment-x402 skill for autonomous agent payments,up2itnow0822,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,83,0,1
2787b8e92f84,2026-03-23T03:46:17-07:00,feat(ecc2): implement session create/destroy lifecycle (#764),Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,686,52,6
2166d80d58c9,2026-03-24T03:54:54-07:00,Merge pull request #762 from affaan-m/feat/ecc2-tui-scaffold,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,0,0,0
67306c22cd03,2026-03-24T03:50:46-07:00,test: align antigravity manifest expectations,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,16,9,2
b2407ab3f586,2026-03-24T03:39:29-07:00,fix(ecc2): sync catalog counts for scaffold CI,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,3,3,2
00dce30d3bfb,2026-03-22T15:48:19-07:00,feat: scaffold ECC 2.0 Rust TUI — agentic IDE control plane,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,3091,0,16
9c381b4469f1,2026-03-24T16:38:40+09:00,fix: move ajv to dependencies and auto-install deps in install scripts,Seunghyun Woo,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,16,1,3
e3510f62a8c5,2026-03-24T13:46:05+08:00,docs(zh-CN): fix missing newline before origin in prompt-optimizer skill,crispyrice,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2,1,1
1d0f64a14d3e,2026-03-24T11:14:49+08:00,feat(skills): add openclaw-persona-forge skill,李奇泽,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,987,0,9
7726c25e4625,2026-03-23T14:29:21-07:00,fix(ci): restore validation and antigravity target safety,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,11,5,5
df4f2df29784,2026-03-23T04:31:10-07:00,"feat: add 6 gap-closing skills — browser QA, design system, product lens, canary watch, benchmark, safety guard",Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,485,0,6
6af7ca1afc34,2026-03-23T13:58:44+08:00,Update docs/zh-CN/commands/prune.md,cjp,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,5,0,1
d6061cf93702,2026-03-23T13:58:34+08:00,Update docs/zh-CN/commands/prune.md,cjp,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,0,1,1
ec921e52024d,2026-03-23T13:54:04+08:00,Update docs/zh-CN/commands/prune.md,cjp,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1,1,1
d016e68ceeab,2026-03-23T13:53:57+08:00,Update docs/zh-CN/commands/prune.md,cjp,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1,1,1
aed18eb57103,2026-03-23T13:53:48+08:00,Update docs/zh-CN/commands/prune.md,cjp,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2,2,1
f3cf808814da,2026-03-23T13:53:35+08:00,Update docs/zh-CN/commands/prune.md,cjp,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1,1,1
e22cb57718e0,2026-03-23T13:41:59+08:00,docs(zh-CN): add prune command translation,cjp,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,31,391,2
bacc585b877b,2026-03-22T21:55:47-07:00,"Add Kiro steering files, hooks, and scripts (#812)",Himanshu Sharma,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1241,0,29
535120d6b17d,2026-03-22T21:55:45-07:00,Add Kiro skills (18 SKILL.md files) (#811),Himanshu Sharma,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,6785,0,18
bf4a22f082ef,2026-03-22T21:55:43-07:00,Add Kiro agents (16 JSON + 16 MD) (#810),Himanshu Sharma,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2131,0,32
2c23ff54d19f,2026-03-22T21:55:40-07:00,"Add Kiro base structure, install script, and docs (#809)",Himanshu Sharma,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1953,0,6
a411da912240,2026-03-23T00:55:38-04:00,fix(commands): replace py_compile with compileall in build-fix (#804),Charlie Tonneslan,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1,1,1
264396a61697,2026-03-22T21:54:38-07:00,fix: add antigravity to platform-configs targets,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1,0,1
a2e465c74dfb,2026-03-23T13:51:49+09:00,feat(skills): add skill-comply — automated behavioral compliance measurement (#724),Shimo,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1418,4,23
4811e8c73beb,2026-03-23T11:48:31+08:00,docs(zh-CN): add prune command translation,cjp,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,391,0,1
0f22cb445008,2026-03-22T15:50:32-07:00,docs: add ECC 2.0 reference architecture from competitor research,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,54,0,1
6f13b057af91,2026-03-22T15:41:04-07:00,feat(skills): add santa-method - multi-agent adversarial verification (#760),Pixiu Media holdings,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,306,0,1
0e733753e03a,2026-03-23T06:40:58+08:00,feat: pending instinct TTL pruning and /prune command (#725),Chris Yau,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,398,83,5
4f5665c7f044,2026-03-22T22:40:55Z,feat: add click-path-audit skill — finds state interaction bugs (#729),massimotodaro,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,244,0,1
83d3279fd8bd,2026-03-23T07:40:53+09:00,feat(skills): add Kysely migration patterns to database-migrations (#731),JongHyeok Park,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,95,1,1
0c7deb26a344,2026-03-22T18:39:56-04:00,perf(hooks): move post-edit-format and post-edit-typecheck to strict-only (#757),Charlie Tonneslan,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,4,4,2
fdb10ba11624,2026-03-22T18:39:54-04:00,feat(hooks): add config protection hook to block linter config manipulation (#758),Charlie Tonneslan,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,136,0,2
401dca07d0bd,2026-03-23T04:09:51+05:30,feat(session): add worker health alongside state in ecc.session.v1 (#751),Neha Prasad,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,79,6,3
4df960c9d5b5,2026-03-23T04:09:48+05:30,feat: define skill placement and provenance policy (#748),Neha Prasad,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,148,6,6
09efd682284f,2026-03-23T06:39:46+08:00,fix: safe Codex config sync — merge AGENTS.md + add-only MCP servers (#723),Chris Yau,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,382,76,6
4e6b5cc19fb0,2026-03-23T06:39:27+08:00,"fix(install): add rust, cpp, csharp to legacy language alias map (#747)",Chris Yau,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,50,0,3
4f6f587700ef,2026-03-23T06:39:24+08:00,docs(zh-CN): translate code block(plain text) (#753),zdoc.app,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1848,1876,118
fd2a8edb5343,2026-03-23T01:37:04+03:00,Add Turkish (tr) docs and update README (#744),Berkcan Gümüşışık,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,26670,2,139
bb1efad7c797,2026-03-22T15:36:24-07:00,fix: bump plugin.json and marketplace.json to v1.9.0,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2,2,2
57fa3b56c084,2026-03-22T06:47:18-07:00,Merge pull request #736 from pvgomes/docs/add-brazilian-portuguese-translation,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,0,0,0
c3769b5c1348,2026-03-22T09:31:32+01:00,Update docs/pt-BR/commands/eval.md,Paulo Victor Leite Lima Gomes,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,0,1,1
d54b57e77d62,2026-03-22T09:21:11+01:00,Update docs/pt-BR/commands/plan.md,Paulo Victor Leite Lima Gomes,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,0,1,1
82e842ad69d5,2026-03-22T09:20:46+01:00,Update docs/pt-BR/commands/orchestrate.md,Paulo Victor Leite Lima Gomes,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,6,7,1
408a2080869f,2026-03-22T09:18:26+01:00,fix security reviewer and refactor doc,Paulo Victor Gomes,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,51,17,3
bb1c625b3072,2026-03-22T09:05:13+01:00,Update docs/pt-BR/agents/go-build-resolver.md,Paulo Victor Leite Lima Gomes,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1,1,1
900c9836fb8f,2026-03-21T19:48:20-07:00,docs: restore zenith.chat and @DRodriguezFX in Background (own project),Affaan Mustafa,TREE_OF_THOUGHT,6fe47ff7-23ec-4b91-a81b-bf077aedaab1,TREE,1,1,1
6b2de1baff92,2026-03-21T18:09:52-07:00,"security: remove supply chain risks, external promotions, and unauthorized credits",Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,12,30,8
f55dc5043532,2026-03-21T21:19:26+01:00,Update docs/pt-BR/commands/go-review.md,Paulo Victor Leite Lima Gomes,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,5,6,1
dae25a15b3b1,2026-03-21T21:19:02+01:00,Update docs/pt-BR/commands/eval.md,Paulo Victor Leite Lima Gomes,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,10,10,1
4dafacaa8bf9,2026-03-21T21:18:38+01:00,Update docs/pt-BR/commands/plan.md,Paulo Victor Leite Lima Gomes,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,4,5,1
9b24173867a6,2026-03-21T14:09:27+01:00,docs(readme): add pt-BR language link,Paulo Victor Gomes,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,3,3,1
91dcb31886ad,2026-03-21T14:06:49+01:00,docs(pt-BR): add rules translation,Paulo Victor Gomes,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,296,0,8
be6d7f314af5,2026-03-21T14:06:49+01:00,docs(pt-BR): add examples translation,Paulo Victor Gomes,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1235,0,6
1ef8bc1e72a3,2026-03-21T14:06:49+01:00,docs(pt-BR): add commands translation,Paulo Victor Gomes,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2448,0,18
5fb3bca5fdc3,2026-03-21T14:06:49+01:00,docs(pt-BR): add agents translation,Paulo Victor Gomes,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1011,0,12
29c0434eb300,2026-03-21T14:06:49+01:00,docs(pt-BR): add core docs translation,Paulo Victor Gomes,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,528,0,2
019546523445,2026-03-21T14:01:15+01:00,basic README,Paulo Victor Gomes,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,509,0,1
0d2828cc00c6,2026-03-21T03:02:14-07:00,Merge pull request #728 from zdocapp/zh-CN-pr,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,0,0,0
c1847bec5da8,2026-03-20T22:57:50-07:00,docs: publish The Shorthand Guide to Everything Agentic Security,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,369,121,8
4b01c8eef545,2026-03-21T13:21:55+08:00,fix(zh-CN): update image path,neo,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,3,3,1
e73c2ffa343f,2026-03-21T12:55:58+08:00,docs(zh-CN): sync Chinese docs with latest upstream changes,neo,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,11027,746,85
0af0fbf40b4b,2026-03-20T20:40:13-07:00,docs: update guide screenshots with current engagement stats,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,2,2,3
af30ae63c513,2026-03-20T20:34:03-07:00,docs: add security guide header image to README,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1,1,2
fc4e5d654bcc,2026-03-20T20:24:56-07:00,"docs: add SECURITY.md, publish agentic security guide, remove openclaw guide",Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,188,986,7
7ccfda9e25f0,2026-03-20T07:30:52-07:00,fix: skip flaky observer shell test on Windows (#722),Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,4,0,1
2643e0c72fe8,2026-03-20T07:11:16-07:00,"fix: update catalog counts for flutter-reviewer (28 agents, 116 skills)",Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,6,6,2
1975a576c5cc,2026-03-20T14:40:28+01:00,feat(agents): add flutter-reviewer agent and skill (#716),Maciej,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,678,0,2
f563fe2a3b42,2026-03-20T21:38:32+08:00,fix: codex sync merges AGENTS.md instead of replacing it (#715),Chris Yau,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,61,9,1
e8495aa3fc38,2026-03-20T05:56:21-07:00,feat: add MCP health-check hook (#711),Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,920,0,4
35071150b7ba,2026-03-20T05:42:32-07:00,fix: sanitize SessionStart session summaries (#710),Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,32,3,2
40f18885b19d,2026-03-20T05:20:23-07:00,feat(rules): add C# language support (#704),Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,1656,66,20
b77f49569b58,2026-03-20T04:44:31-07:00,feat: add nuxt 4 patterns skill (#702),Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,104,4,3
bea68549c5f9,2026-03-20T03:53:22-07:00,feat: agent description compression with lazy loading (#696),Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,272,280,2
b981c765ae27,2026-03-20T03:38:36-07:00,fix: stabilize windows project metadata assertions,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,40,7,1
b61f54944439,2026-03-20T18:37:21+08:00,fix(tests): resolve Windows CI test failures (#701),Chris Yau,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,159,122,4
162236f46366,2026-03-20T03:29:45-07:00,fix: normalize bash metadata paths on windows,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,27,5,1
04ad4737de61,2026-03-20T03:23:37-07:00,fix: stabilize windows hook tests,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,34,4,2
8ebb47bdd171,2026-03-20T03:15:05-07:00,fix: normalize windows bash test harness,Affaan Mustafa,TREE_OF_THOUGHT,0091baab-1691-4945-94d1-02a2ab7691fa,FEM,20,5,2
